key,value,scope,scope_id
"This service provides a dynamic suite of reports with rich insights about your business.,module,Magento_Analytics
Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the,module,Magento_Analytics
""Go to Advanced Reporting"" link. </br> For more information, see our <a href=""https://magento.com/legal/terms/cloud-terms"">,module,Magento_Analytics
terms and conditions</a>.","Serviss piedāvā dinamisku atskaišu pārvaldību par Jūsu biznesu.                Atskaites ir pieejamas drošā, personalizētā panelī ārpus administrācijas paneļa. Nospiediet,module,Magento_Analytics
""Iet uz Paplašinātajām Atskaitēm"" saiti. </br> Vairāk informācijas,module,Magento_Analytics
<a href=""https://magento.com/legal/terms/cloud-terms"">noteikumos</a>.",module,Magento_Analytics
"Advanced Reporting Service","Paplašinātu Atskaišu serviss",module,Magento_Analytics
"Time of day to send data","Laiks kurā sūtīt datus",module,Magento_Analytics
"Industry","Industrija",module,Magento_Analytics
"In order to personalize your Advanced Reporting experience, please select your industry.","Lai personalizētu Paplašinātās atskaites, izvēlaties atbilstošu industriju.",module,Magento_Analytics
"<strong>Get more insights from Magento Business Intelligence</strong>","<strong>Vairāk informācijas no Magento Business Intelligence</strong>",module,Magento_Analytics
"Magento Business Intelligence provides you with a simple and clear path to,module,Magento_Analytics
becoming more data driven.</br> Learn more about <a target=""_blank"",module,Magento_Analytics
href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">Magento BI Essentials and BI Pro</a> tiers.","Magento Business Intelligence ļauj vienkāršā un saprotamā veidā,module,Magento_Analytics
strādāt ar datiem.</br> Vairāk informācijas <a target=""_blank"",module,Magento_Analytics
href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">BI Essentials</a> tier.",module,Magento_Analytics
"Auto Parts","Auto daļas",module,Magento_Analytics
"Baby/Children’s Apparel, Gear and Toys","Bērnu apģērbs, rotaļlietas",module,Magento_Analytics
"Beauty and Cosmetics","Skaistums un kosmētika",module,Magento_Analytics
"Books, Music and Magazines","Grāmatas, mūzika un žurnāli",module,Magento_Analytics
"Crafts and Stationery","Amatniecība un kancelejas preces",module,Magento_Analytics
"Consumer Electronics","Sadzīves elektronika",module,Magento_Analytics
"Deal Site","Darījumu vieta",module,Magento_Analytics
"Fashion Apparel and Accessories","Modes apģērbs un aksesuāri",module,Magento_Analytics
"Food, Beverage and Grocery","Pārtika, dzērieni un pārtikas preces",module,Magento_Analytics
"Home Goods and Furniture","Mājai un Mēbeles",module,Magento_Analytics
"Home Improvement","Mājas uzlabošana",module,Magento_Analytics
"Jewelry and Watches","Rotaslietas un pulksteņi",module,Magento_Analytics
"Mass Merchant","Vairumtirdzniecība",module,Magento_Analytics
"Office Supplies","Kancelejas preces",module,Magento_Analytics
"Outdoor and Camping Gear","Tūrismam",module,Magento_Analytics
"Pet Goods","Dzīvnieku preces",module,Magento_Analytics
"Pharma and Medical Devices","Medicīnas preces",module,Magento_Analytics
"Technology B2B","Tehnoloģijas B2B",module,Magento_Analytics
"Other","Cits",module,Magento_Analytics
"The time value is using an unsupported format. Enter a supported format and try again.","Laika vērtības formāts nav atbalstīts. Ievadiet formātu kurš tiek atbalstīts un mēģiniet vēlreiz.",module,Magento_Analytics
"Please select an industry.","Izvēlieties industriju.",module,Magento_Analytics
"The data is invalid. Enter the data as a string or data that can be converted into a string and try again.","Dati ir nederīgi. Ievadiet datus kā saiti vai datus kurus var pārvērst par saikni un mēģiniet vēlreiz.",module,Magento_Analytics
"The data is invalid. Enter the data as a string and try again.","Dati ir nederīgi. Ievadiet datus kā saiti un mēģiniet vēlreiz.",module,Magento_Analytics
"The data is invalid. Use a valid cipher method and try again.","Dati ir nederīgi. Izmantojiet derīgu šifrēšanas metodi un mēģiniet vēlreiz.",module,Magento_Analytics
"Enter the encryption key and try again.","Ievadiet šifrēšanas atslēgu un mēģiniet vēlreiz.",module,Magento_Analytics
"The ""%1"" source doesn't exist.","Avots ""%1"" neeksistē.",module,Magento_Analytics
"Retry Synchronization","Vēlreiz mēģināt sinhronizēšanu",module,Magento_Analytics
"Back","Atpakaļ",module,Magento_AsynchronousOperations
"Done","Gatavs",module,Magento_AsynchronousOperations
"Retry","Mēģināt vēlreiz",module,Magento_AsynchronousOperations
"'Action Details - #' .","'Darbības informācija - #' .",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.""","%1 produkts(i) apstiprināti atjaunināšanai.""",module,Magento_AsynchronousOperations
"Bulk Actions Log","Vairāku darbību žurnāls",module,Magento_AsynchronousOperations
"Bulk uuid %bulkUuid not exist","Vairāki uuid %bulkUuid neeksistē",module,Magento_AsynchronousOperations
"Topic %1","Temats %1",module,Magento_AsynchronousOperations
"Something went wrong while processing the request.","Kļūda apstrādājot pieprasījumu.",module,Magento_AsynchronousOperations
"Error processing %key element of input data","Kļūda apstrādājot ievades datu %key elementu",module,Magento_AsynchronousOperations
"Sorry, something went wrong during product prices update. Please see log for details.","Atvai9nojamies, kļūda atjaunojot preču cenas. Skatiet žurnālu lai iegūtu vairāk informācijas.",module,Magento_AsynchronousOperations
"%1 item(s) are currently being updated.","Pašlaik tiek atjaunināta(s) %1 prece (s).",module,Magento_AsynchronousOperations
"Task ""%1"": ","Uzdevums ""%1"": ",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.","%1 produkts(i) apstiprināti atjaunināšanai.",module,Magento_AsynchronousOperations
"%1 item(s) have been successfully updated.","%1 produkts(i) neizdevās atjaunināt.",module,Magento_AsynchronousOperations
"%1 item(s) failed to update","%1 produkts(i) netika atjaunināts(i)",module,Magento_AsynchronousOperations
"Details","Papildus informācija",module,Magento_AsynchronousOperations
"View Details","Skatīt detaļas",module,Magento_AsynchronousOperations
"Dismiss","Atcelt",module,Magento_AsynchronousOperations
"Pending, in queue...","Gaida rindā...",module,Magento_AsynchronousOperations
"%1 items selected for mass update","%1 produkti atlasīti masveida atjaunināšana",module,Magento_AsynchronousOperations
", %1 successfully updated",", %1 veiksmīgi atjaunināts",module,Magento_AsynchronousOperations
", %1 failed to update",", %1 neizdevās atjaunināt",module,Magento_AsynchronousOperations
"Something went wrong.","Kaut kas nogāja greizi.",module,Magento_AsynchronousOperations
"Action Log","Darbību žurnāls",module,Magento_AsynchronousOperations
"Report","Atskaite",module,Magento_AsynchronousOperations
"Bulk Actions","Vairākas darbības",module,Magento_AsynchronousOperations
"Action Logs","Darbību žurnāli",module,Magento_AsynchronousOperations
"Days Saved in Log","Žurnālā saglabātās dienas",module,Magento_AsynchronousOperations
"Description of Operation","Darbības apraksts",module,Magento_AsynchronousOperations
"Summary","Kopsavilkums",module,Magento_AsynchronousOperations
"Start Time","Sākuma laiks",module,Magento_AsynchronousOperations
"Items to Retry","Produktus kurus mēģināt vēlreiz",module,Magento_AsynchronousOperations
"To retry, select the items and click “Retry”.","Lai mēģinātu vēlreiz, izvēlieties produktus un nospiediet ""Mēģināt vēlreiz"".",module,Magento_AsynchronousOperations
"Items That Can’t Be Updated.","Produkti kurus nevar atjaunot.",module,Magento_AsynchronousOperations
"ID","ID",module,Magento_AsynchronousOperations
"Status","Statuss",module,Magento_AsynchronousOperations
"Meta Information","Meta informācija",module,Magento_AsynchronousOperations
"Error","Kļūda",module,Magento_AsynchronousOperations
"Dismiss All Completed Tasks","Atcelt Visus Pabeigtos Uzdevumus",module,Magento_AsynchronousOperations
"Action Details - #","Darbības informācija - #",module,Magento_AsynchronousOperations
"Number of Records Affected","Apstrādāto ierakstu skaits",module,Magento_AsynchronousOperations
"We can't find the role for the user you wanted.","Nevar atrast nepieciešamo lietotāja lomu.",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Notikusi kļūda kompilējot atļauto resursu sarakstu. Vairāk informācijas noraidījumu log failā.",module,Magento_Authorization
"The role wasn't found for the user. Verify the role and try again.","Lietotājam nav piešķirtas funkcijas. Pārbaudiet lietotāja lomu un mēģiniet vēlreiz.",module,Magento_Authorization
"You created the order.","Jūs izveidojāt pasūtījumu.",module,Magento_Authorizenet
"Order saving error: %1","Kļūda saglabājot pasūtījumu: %1",module,Magento_Authorizenet
"Please choose a payment method.","Izvēlieties maksāšanas veidu.",module,Magento_Authorizenet
"We can't process your order right now. Please try again later.","Nevaram pašlaik apstrādāt Jūsu pasūtījumu. Mēģiniet vēlāk.",module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.","Servera kļūda. Mēģiniet pasūtījumu izveidot vēlreiz.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Kredītkarte: xxxx-%1",module,Magento_Authorizenet
"amount %1","skaits %1",module,Magento_Authorizenet
"failed.","neizdevās.",module,Magento_Authorizenet
"successful.","veiksmīgi.",module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net transakcijas ID %1.",module,Magento_Authorizenet
"authorize","autorizēt",module,Magento_Authorizenet
"authorize and capture","autorizēt un saņemt",module,Magento_Authorizenet
"capture","saņemt",module,Magento_Authorizenet
"refund","atmaksāt",module,Magento_Authorizenet
"void","anulēt",module,Magento_Authorizenet
"Gateway error: %1","Vārtejas kļūda: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Notikusi kļūda maksājuma vārtejā.",module,Magento_Authorizenet
"Invalid amount for capture.","Nepareiza summa saņemšanai.",module,Magento_Authorizenet
"Payment capturing error.","Maksājuma saņemšanas kļūda.",module,Magento_Authorizenet
"Invalid transaction ID.","Nepareizs transakcijas ID.",module,Magento_Authorizenet
"Payment voiding error.","Maksājuma anulācijas kļūda.",module,Magento_Authorizenet
"Invalid amount for refund.","Nepareiza atmaksas summa.",module,Magento_Authorizenet
"Payment refunding error.","Atmaksas maksājuma kļūda.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Transakcija tika atcelta, jo atbildes hash validācija bija nepareiza.",module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.","Maksājums neizdevās, jo nevar atrast šo pasūtījumu.",module,Magento_Authorizenet
"There was a payment authorization error.","Maksājuma autorizācijas kļūda.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Ievadiet transakcijas ID lai autorizētu šo maksājumu.",module,Magento_Authorizenet
"Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.","Kļūda: samaksātā summa neatbilst pasūtījuma summai. Izlabojiet un mēģiniet vēlreiz.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transakcija %1 tika apstiprināta. Summa %2. Transakcijas statuss ""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Transakcija %1 tika anulēta/noraidīta. Transakcijas statuss ir ""%2"". Summa %3.",module,Magento_Authorizenet
"Authorize Only","Tikai autorizācija",module,Magento_Authorizenet
"Authorize and Capture","Autorizēt un saņemt",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Nevar saņemt transakcijas detaļas. Mēģiniet vēlāk.",module,Magento_Authorizenet
"Electronic payments save the trees.","Elektroniskiem maksājumi pasargā dabu.",module,Magento_Authorizenet
"Credit Card Type","Kredītkartes veids",module,Magento_Authorizenet
"Please Select","Lūdzu izvēlieties",module,Magento_Authorizenet
"Credit Card Number","Kredītkartes numurs",module,Magento_Authorizenet
"Expiration Date","Derīguma termiņš",module,Magento_Authorizenet
"Card Verification Number","Kredītkartes pārbaudes kods",module,Magento_Authorizenet
"Fraud Detection ","Krāpšanas noteikšana ",module,Magento_Authorizenet
"FDS Filter Action","FDS filtra darbība",module,Magento_Authorizenet
"AVS Response","AVS atbilde",module,Magento_Authorizenet
"Card Code Response","Kodu kartes atbilde",module,Magento_Authorizenet
"CAVV Response","CAVV atbilde",module,Magento_Authorizenet
"Fraud Filters","Krāpšanas filtri",module,Magento_Authorizenet
"Place Order","Veikt pasūtījumu",module,Magento_Authorizenet
"Sorry, but something went wrong. Please contact the seller.","Atvainojiet, notikusi kļūda. Sazinieties ar pārdevēju.",module,Magento_Authorizenet
"Authorize.net Direct Post","Authorize.net Direct Post",module,Magento_Authorizenet
"Enabled","Ieslēgts",module,Magento_Authorizenet
"Payment Action","Maksājuma darbība",module,Magento_Authorizenet
"Title","Nosaukums",module,Magento_Authorizenet
"API Login ID","API Login ID",module,Magento_Authorizenet
"Transaction Key","Transakcijas atslēga",module,Magento_Authorizenet
"Merchant MD5","Tirgotāja MD5",module,Magento_Authorizenet
"New Order Status","Jauna pasūtījuma statuss",module,Magento_Authorizenet
"Test Mode","Testa režīms",module,Magento_Authorizenet
"Gateway URL","Vārtejas URL",module,Magento_Authorizenet
"Transaction Details URL","Transakcijas informācijas URL",module,Magento_Authorizenet
"Accepted Currency","Akceptētā valūta",module,Magento_Authorizenet
"Debug","Atkļūdot",module,Magento_Authorizenet
"Email Customer","E-pasta klientam",module,Magento_Authorizenet
"Merchant's Email","Tirgotāja e-pasts",module,Magento_Authorizenet
"Credit Card Types","Kredītkaršu veidi",module,Magento_Authorizenet
"Credit Card Verification","Kredītkartes pārbaude",module,Magento_Authorizenet
